"Friends"
"278" "No difference"
"279" "No difference"
"280" "No difference"
"281" "No difference"
"282" "No difference"
"283" "No difference"
"284" "No difference"
"285" "No difference"
"286" "No difference"
"287" "No difference"
"288" "No difference"
"289" "No difference"
"290" "No difference"
"291" "No difference"
"292" "No difference"
"293" "No difference"
"294" "No difference"
"295" "No difference"
"296" "No difference"
"297" "No difference"
"298" "No difference"
"299" "No difference"
"300" "No difference"
"301" "No difference"
"302" "No difference"
"303" "No difference"
"304" "No difference"
"305" "No difference"
"306" "No difference"
"307" "No difference"
"308" "No difference"
"309" "No difference"
"310" "No difference"
"311" "No difference"
"312" "No difference"
"313" "No difference"
"314" "No difference"
"315" "No difference"
"316" "No difference"
"317" "No difference"
"318" "No difference"
"319" "No difference"
"320" "No difference"
"321" "No difference"
"322" "No difference"
"323" "No difference"
"324" "No difference"
"325" "No difference"
"326" "No difference"
"327" "No difference"
"328" "No difference"
"329" "No difference"
"330" "No difference"
"331" "No difference"
"332" "No difference"
"333" "No difference"
"334" "No difference"
"335" "No difference"
"336" "No difference"
"337" "No difference"
"338" "No difference"
"339" "No difference"
"340" "No difference"
"341" "No difference"
"342" "No difference"
"343" "No difference"
"344" "No difference"
"345" "No difference"
"346" "No difference"
"347" "No difference"
"348" "No difference"
"349" "No difference"
"350" "No difference"
"351" "No difference"
"352" "No difference"
"353" "No difference"
"354" "No difference"
"355" "No difference"
"356" "No difference"
"357" "No difference"
"358" "No difference"
"359" "No difference"
"360" "No difference"
"361" "No difference"
"362" "No difference"
"363" "No difference"
"364" "No difference"
"365" "No difference"
"366" "No difference"
"367" "No difference"
"368" "No difference"
"369" "No difference"
"370" "No difference"
"371" "No difference"
"372" "No difference"
"373" "No difference"
"374" "No difference"
"375" "No difference"
"376" "No difference"
"377" "No difference"
"378" "No difference"
"379" "No difference"
"380" "No difference"
"381" "No difference"
"382" "No difference"
"383" "No difference"
"384" "No difference"
"385" "No difference"
"386" "No difference"
"387" "No difference"
"388" "No difference"
"389" "No difference"
"390" "No difference"
"391" "No difference"
"392" "No difference"
"393" "No difference"
"394" "No difference"
"395" "No difference"
"396" "No difference"
"397" "No difference"
"398" "No difference"
"399" "No difference"
"400" "No difference"
"401" "No difference"
"402" "No difference"
"403" "No difference"
"404" "No difference"
"405" "No difference"
"406" "No difference"
"407" "No difference"
"408" "No difference"
"409" "No difference"
"410" "No difference"
"411" "No difference"
"412" "No difference"
"413" "No difference"
"414" "No difference"
"415" "No difference"
"416" "No difference"
"417" "No difference"
"418" "No difference"
"419" "No difference"
"420" "No difference"
"421" "No difference"
"422" "No difference"
"423" "No difference"
"424" "No difference"
"425" "No difference"
"426" "No difference"
"427" "No difference"
"428" "No difference"
"429" "No difference"
"430" "No difference"
"431" "No difference"
"432" "No difference"
"433" "No difference"
"434" "No difference"
"435" "No difference"
"436" "No difference"
"437" "No difference"
"438" "No difference"
"439" "No difference"
"440" "No difference"
"441" "No difference"
"442" "No difference"
"443" "No difference"
"444" "No difference"
"445" "No difference"
"446" "No difference"
"447" "No difference"
"448" "No difference"
"449" "No difference"
"450" "No difference"
"451" "No difference"
"452" "No difference"
"453" "No difference"
"454" "No difference"
"455" "No difference"
"456" "No difference"
"457" "No difference"
"458" "No difference"
"459" "No difference"
"460" "No difference"
"461" "No difference"
"462" "No difference"
"463" "No difference"
"464" "No difference"
"465" "No difference"
"466" "No difference"
"467" "No difference"
"468" "No difference"
"469" "No difference"
"470" "No difference"
"471" "No difference"
"472" "No difference"
"473" "No difference"
"474" "No difference"
"475" "No difference"
"476" "No difference"
"477" "No difference"
"478" "No difference"
"479" "No difference"
"480" "No difference"
"481" "No difference"
"482" "No difference"
"483" "No difference"
"484" "No difference"
"485" "No difference"
"486" "No difference"
"487" "No difference"
"488" "No difference"
"489" "No difference"
"490" "No difference"
"491" "No difference"
"492" "No difference"
"493" "No difference"
"494" "No difference"
"495" "No difference"
"496" "No difference"
"497" "No difference"
"498" "No difference"
"499" "No difference"
"500" "No difference"
"501" "No difference"
"502" "No difference"
"503" "No difference"
"504" "No difference"
"505" "No difference"
"506" "No difference"
"507" "No difference"
"508" "No difference"
"509" "No difference"
"510" "No difference"
"511" "No difference"
"512" "No difference"
"513" "No difference"
"514" "No difference"
"515" "No difference"
"516" "No difference"
"517" "No difference"
"518" "No difference"
"519" "No difference"
"520" "No difference"
"521" "No difference"
"522" "No difference"
"523" "No difference"
"524" "No difference"
"525" "No difference"
"526" "No difference"
"527" "No difference"
"528" "No difference"
"529" "No difference"
"530" "No difference"
"531" "No difference"
"532" "No difference"
"533" "No difference"
"534" "No difference"
"535" "No difference"
"536" "No difference"
"537" "No difference"
"538" "No difference"
"539" "No difference"
"540" "No difference"
"541" "No difference"
"542" "No difference"
"543" "No difference"
"544" "No difference"
"545" "No difference"
"546" "No difference"
"547" "No difference"
"548" "No difference"
"549" "No difference"
"550" "No difference"
"551" "No difference"
"552" "No difference"
"553" "No difference"
"554" "No difference"
"555" "No difference"
"556" "No difference"
"557" "No difference"
"558" "No difference"
"559" "No difference"
"560" "No difference"
"561" "No difference"
"562" "No difference"
"563" "No difference"
"564" "No difference"
"565" "No difference"
"566" "No difference"
"567" "No difference"
"568" "No difference"
"569" "No difference"
"570" "No difference"
"571" "No difference"
"572" "No difference"
"573" "No difference"
"574" "No difference"
"575" "No difference"
"576" "No difference"
"577" "No difference"
"578" "No difference"
"579" "No difference"
"580" "No difference"
"581" "No difference"
"582" "No difference"
"583" "No difference"
"584" "No difference"
"585" "No difference"
"586" "No difference"
"587" "No difference"
"588" "No difference"
"589" "No difference"
"590" "No difference"
"591" "No difference"
"592" "No difference"
"593" "No difference"
"594" "No difference"
"595" "No difference"
"596" "No difference"
"597" "No difference"
"598" "No difference"
"599" "No difference"
"600" "No difference"
"601" "No difference"
"602" "No difference"
"603" "Opposite sex"
"604" "Opposite sex"
"605" "Opposite sex"
"606" "Opposite sex"
"607" "Opposite sex"
"608" "Opposite sex"
"609" "Opposite sex"
"610" "Opposite sex"
"611" "Opposite sex"
"612" "Opposite sex"
"613" "Opposite sex"
"614" "Opposite sex"
"615" "Opposite sex"
"616" "Opposite sex"
"617" "Opposite sex"
"618" "Opposite sex"
"619" "Opposite sex"
"620" "Opposite sex"
"621" "Opposite sex"
"622" "Opposite sex"
"623" "Opposite sex"
"624" "Opposite sex"
"625" "Opposite sex"
"626" "Opposite sex"
"627" "Opposite sex"
"628" "Opposite sex"
"629" "Opposite sex"
"630" "Opposite sex"
"631" "Opposite sex"
"632" "Opposite sex"
"633" "Opposite sex"
"634" "Opposite sex"
"635" "Opposite sex"
"636" "Opposite sex"
"637" "Opposite sex"
"638" "Opposite sex"
"639" "Opposite sex"
"640" "Opposite sex"
"641" "Opposite sex"
"642" "Opposite sex"
"643" "Opposite sex"
"644" "Opposite sex"
"645" "Opposite sex"
"646" "Opposite sex"
"647" "Opposite sex"
"648" "Opposite sex"
"649" "Opposite sex"
"650" "Opposite sex"
"651" "Opposite sex"
"652" "Opposite sex"
"653" "Opposite sex"
"654" "Opposite sex"
"655" "Opposite sex"
"656" "Opposite sex"
"657" "Opposite sex"
"658" "Opposite sex"
"659" "Opposite sex"
"660" "Opposite sex"
"661" "Opposite sex"
"662" "Opposite sex"
"663" "Opposite sex"
"664" "Opposite sex"
"665" "Opposite sex"
"666" "Opposite sex"
"667" "Opposite sex"
"668" "Opposite sex"
"669" "Opposite sex"
"670" "Opposite sex"
"671" "Opposite sex"
"672" "Opposite sex"
"673" "Opposite sex"
"674" "Opposite sex"
"675" "Opposite sex"
"676" "Opposite sex"
"677" "Opposite sex"
"678" "Opposite sex"
"679" "Opposite sex"
"680" "Opposite sex"
"681" "Opposite sex"
"682" "Opposite sex"
"683" "Opposite sex"
"684" "Opposite sex"
"685" "Opposite sex"
"686" "Opposite sex"
"687" "Opposite sex"
"688" "Opposite sex"
"689" "Opposite sex"
"690" "Opposite sex"
"691" "Opposite sex"
"692" "Opposite sex"
"693" "Opposite sex"
"694" "Opposite sex"
"695" "Opposite sex"
"696" "Opposite sex"
"697" "Opposite sex"
"698" "Opposite sex"
"699" "Opposite sex"
"700" "Opposite sex"
"701" "Opposite sex"
"702" "Opposite sex"
"703" "Opposite sex"
"704" "Opposite sex"
"705" "Opposite sex"
"706" "Opposite sex"
"707" "Opposite sex"
"708" "Opposite sex"
"709" "Opposite sex"
"710" "Opposite sex"
"711" "Opposite sex"
"712" "Opposite sex"
"713" "Opposite sex"
"714" "Opposite sex"
"715" "Opposite sex"
"716" "Opposite sex"
"717" "Opposite sex"
"718" "Opposite sex"
"719" "Opposite sex"
"720" "Opposite sex"
"721" "Opposite sex"
"722" "Opposite sex"
"723" "Opposite sex"
"724" "Opposite sex"
"725" "Opposite sex"
"726" "Opposite sex"
"727" "Opposite sex"
"728" "Opposite sex"
"729" "Opposite sex"
"730" "Opposite sex"
"731" "Opposite sex"
"732" "Opposite sex"
"733" "Opposite sex"
"734" "Opposite sex"
"735" "Opposite sex"
"736" "Opposite sex"
"737" "Opposite sex"
"738" "Opposite sex"
"739" "Opposite sex"
"740" "Opposite sex"
"741" "Opposite sex"
"742" "Opposite sex"
"743" "Opposite sex"
"744" "Opposite sex"
"745" "Opposite sex"
"746" "Opposite sex"
"747" "Opposite sex"
"748" "Opposite sex"
"749" "Opposite sex"
"750" "Opposite sex"
"751" "Opposite sex"
"752" "Opposite sex"
"753" "Opposite sex"
"754" "Opposite sex"
"755" "Opposite sex"
"756" "Opposite sex"
"757" "Opposite sex"
"758" "Opposite sex"
"759" "Opposite sex"
"760" "Opposite sex"
"761" "Opposite sex"
"762" "Opposite sex"
"763" "Opposite sex"
"764" "Opposite sex"
"765" "Opposite sex"
"766" "Opposite sex"
"767" "Opposite sex"
"768" "Opposite sex"
"769" "Opposite sex"
"770" "Opposite sex"
"771" "Opposite sex"
"772" "Opposite sex"
"773" "Opposite sex"
"774" "Opposite sex"
"775" "Opposite sex"
"776" "Opposite sex"
"777" "Opposite sex"
"778" "Opposite sex"
"779" "Opposite sex"
"780" "Opposite sex"
"781" "Opposite sex"
"782" "Opposite sex"
"783" "Opposite sex"
"784" "Opposite sex"
"785" "Opposite sex"
"786" "Opposite sex"
"787" "Opposite sex"
"788" "Opposite sex"
"789" "Opposite sex"
"790" "Opposite sex"
"791" "Opposite sex"
"792" "Opposite sex"
"793" "Opposite sex"
"794" "Opposite sex"
"795" "Opposite sex"
"796" "Opposite sex"
"797" "Opposite sex"
"798" "Opposite sex"
"799" "Opposite sex"
"800" "Opposite sex"
"801" "Opposite sex"
"802" "Opposite sex"
"803" "Opposite sex"
"804" "Opposite sex"
"805" "Opposite sex"
"806" "Opposite sex"
"807" "Opposite sex"
"808" "Opposite sex"
"809" "Opposite sex"
"810" "Opposite sex"
"811" "Opposite sex"
"812" "Opposite sex"
"813" "Opposite sex"
"814" "Opposite sex"
"815" "Opposite sex"
"816" "Opposite sex"
"817" "Opposite sex"
"818" "Opposite sex"
"819" "Opposite sex"
"820" "Opposite sex"
"821" "Opposite sex"
"822" "Opposite sex"
"823" "Opposite sex"
"824" "Opposite sex"
"825" "Opposite sex"
"826" "Opposite sex"
"827" "Opposite sex"
"828" "Opposite sex"
"829" "Opposite sex"
"830" "Opposite sex"
"831" "Opposite sex"
"832" "Opposite sex"
"833" "Opposite sex"
"834" "Opposite sex"
"835" "Opposite sex"
"836" "Opposite sex"
"837" "Opposite sex"
"838" "Opposite sex"
"839" "Opposite sex"
"840" "Opposite sex"
"841" "Opposite sex"
"842" "Opposite sex"
"843" "Opposite sex"
"844" "Opposite sex"
"845" "Opposite sex"
"846" "Opposite sex"
"847" "Opposite sex"
"848" "Opposite sex"
"849" "Opposite sex"
"850" "Opposite sex"
"851" "Opposite sex"
"852" "Opposite sex"
"853" "Opposite sex"
"854" "Opposite sex"
"855" "Opposite sex"
"856" "Opposite sex"
"857" "Opposite sex"
"858" "Opposite sex"
"859" "Opposite sex"
"860" "Opposite sex"
"861" "Opposite sex"
"862" "Opposite sex"
"863" "Opposite sex"
"864" "Opposite sex"
"865" "Opposite sex"
"866" "Opposite sex"
"867" "Opposite sex"
"868" "Opposite sex"
"869" "Opposite sex"
"870" "Opposite sex"
"871" "Opposite sex"
"872" "Opposite sex"
"873" "Opposite sex"
"874" "Opposite sex"
"875" "Opposite sex"
"876" "Opposite sex"
"877" "Opposite sex"
"878" "Opposite sex"
"879" "Opposite sex"
"880" "Opposite sex"
"881" "Opposite sex"
"882" "Opposite sex"
"883" "Opposite sex"
"884" "Opposite sex"
"885" "Opposite sex"
"886" "Opposite sex"
"887" "Opposite sex"
"888" "Opposite sex"
"889" "Opposite sex"
"890" "Opposite sex"
"891" "Opposite sex"
"892" "Opposite sex"
"893" "Opposite sex"
"894" "Opposite sex"
"895" "Opposite sex"
"896" "Opposite sex"
"897" "Opposite sex"
"898" "Opposite sex"
"899" "Opposite sex"
"900" "Opposite sex"
"901" "Opposite sex"
"902" "Opposite sex"
"903" "Opposite sex"
"904" "Opposite sex"
"905" "Opposite sex"
"906" "Opposite sex"
"907" "Opposite sex"
"908" "Opposite sex"
"909" "Opposite sex"
"910" "Opposite sex"
"911" "Opposite sex"
"912" "Opposite sex"
"913" "Opposite sex"
"914" "Opposite sex"
"915" "Opposite sex"
"916" "Opposite sex"
"917" "Opposite sex"
"918" "Opposite sex"
"919" "Opposite sex"
"920" "Opposite sex"
"921" "Opposite sex"
"922" "Opposite sex"
"923" "Opposite sex"
"924" "Opposite sex"
"925" "Opposite sex"
"926" "Opposite sex"
"927" "Opposite sex"
"928" "Opposite sex"
"929" "Opposite sex"
"930" "Opposite sex"
"931" "Opposite sex"
"932" "Opposite sex"
"933" "Opposite sex"
"934" "Opposite sex"
"935" "Opposite sex"
"936" "Opposite sex"
"937" "Opposite sex"
"938" "Opposite sex"
"939" "Opposite sex"
"940" "Opposite sex"
"941" "Opposite sex"
"942" "Opposite sex"
"943" "Opposite sex"
"944" "Opposite sex"
"945" "Opposite sex"
"946" "Opposite sex"
"947" "Opposite sex"
"948" "Opposite sex"
"949" "Opposite sex"
"950" "Opposite sex"
"951" "Opposite sex"
"952" "Opposite sex"
"953" "Opposite sex"
"954" "Opposite sex"
"955" "Opposite sex"
"956" "Opposite sex"
"957" "Opposite sex"
"958" "Opposite sex"
"959" "Opposite sex"
"960" "Opposite sex"
"961" "Opposite sex"
"962" "Opposite sex"
"963" "Opposite sex"
"964" "Opposite sex"
"965" "Opposite sex"
"966" "Opposite sex"
"967" "Opposite sex"
"968" "Opposite sex"
"969" "Opposite sex"
"970" "Opposite sex"
"971" "Opposite sex"
"972" "Opposite sex"
"973" "Opposite sex"
"974" "Opposite sex"
"975" "Opposite sex"
"976" "Opposite sex"
"977" "Opposite sex"
"978" "Opposite sex"
"979" "Opposite sex"
"980" "Opposite sex"
"981" "Opposite sex"
"982" "Opposite sex"
"983" "Opposite sex"
"984" "Opposite sex"
"985" "Opposite sex"
"986" "Opposite sex"
"987" "Opposite sex"
"988" "Opposite sex"
"989" "Opposite sex"
"990" "Opposite sex"
"991" "Opposite sex"
"992" "Opposite sex"
"993" "Opposite sex"
"994" "Opposite sex"
"995" "Opposite sex"
"996" "Opposite sex"
"997" "Opposite sex"
"998" "Opposite sex"
"999" "Opposite sex"
"1000" "Opposite sex"
"1001" "Opposite sex"
"1002" "Opposite sex"
"1003" "Opposite sex"
"1004" "Opposite sex"
"1005" "Opposite sex"
"1006" "Opposite sex"
"1007" "Opposite sex"
"1008" "Opposite sex"
"1009" "Opposite sex"
"1010" "Opposite sex"
"1011" "Opposite sex"
"1012" "Opposite sex"
"1013" "Opposite sex"
"1014" "Opposite sex"
"1015" "Opposite sex"
"1016" "Opposite sex"
"1017" "Opposite sex"
"1018" "Opposite sex"
"1019" "Opposite sex"
"1020" "Opposite sex"
"1021" "Opposite sex"
"1022" "Opposite sex"
"1023" "Opposite sex"
"1024" "Opposite sex"
"1025" "Opposite sex"
"1026" "Opposite sex"
"1027" "Opposite sex"
"1028" "Opposite sex"
"1029" "Opposite sex"
"1030" "Opposite sex"
"1031" "Opposite sex"
"1032" "Opposite sex"
"1033" "Opposite sex"
"1034" "Opposite sex"
"1035" "Opposite sex"
"1036" "Opposite sex"
"1037" "Same sex"
"1038" "Same sex"
"1039" "Same sex"
"1040" "Same sex"
"1041" "Same sex"
"1042" "Same sex"
"1043" "Same sex"
"1044" "Same sex"
"1045" "Same sex"
"1046" "Same sex"
"1047" "Same sex"
"1048" "Same sex"
"1049" "Same sex"
"1050" "Same sex"
"1051" "Same sex"
"1052" "Same sex"
"1053" "Same sex"
"1054" "Same sex"
"1055" "Same sex"
"1056" "Same sex"
"1057" "Same sex"
"1058" "Same sex"
"1059" "Same sex"
"1060" "Same sex"
"1061" "Same sex"
"1062" "Same sex"
"1063" "Same sex"
"1064" "Same sex"
"1065" "Same sex"
"1066" "Same sex"
"1067" "Same sex"
"1068" "Same sex"
"1069" "Same sex"
"1070" "Same sex"
"1071" "Same sex"
"1072" "Same sex"
"1073" "Same sex"
"1074" "Same sex"
"1075" "Same sex"
"1076" "Same sex"
"1077" "Same sex"
"1078" "Same sex"
"1079" "Same sex"
"1080" "Same sex"
"1081" "Same sex"
"1082" "Same sex"
"1083" "Same sex"
"1084" "Same sex"
"1085" "Same sex"
"1086" "Same sex"
"1087" "Same sex"
"1088" "Same sex"
"1089" "Same sex"
"1090" "Same sex"
"1091" "Same sex"
"1092" "Same sex"
"1093" "Same sex"
"1094" "Same sex"
"1095" "Same sex"
"1096" "Same sex"
"1097" "Same sex"
"1098" "Same sex"
"1099" "Same sex"
"1100" "Same sex"
"1101" "Same sex"
"1102" "Same sex"
"1103" "Same sex"
"1104" "Same sex"
"1105" "Same sex"
"1106" "Same sex"
"1107" "Same sex"
"1108" "Same sex"
"1109" "Same sex"
"1110" "Same sex"
"1111" "Same sex"
"1112" "Same sex"
"1113" "Same sex"
"1114" "Same sex"
"1115" "Same sex"
"1116" "Same sex"
"1117" "Same sex"
"1118" "Same sex"
"1119" "Same sex"
"1120" "Same sex"
"1121" "Same sex"
"1122" "Same sex"
"1123" "Same sex"
"1124" "Same sex"
"1125" "Same sex"
"1126" "Same sex"
"1127" "Same sex"
"1128" "Same sex"
"1129" "Same sex"
"1130" "Same sex"
"1131" "Same sex"
"1132" "Same sex"
"1133" "Same sex"
"1134" "Same sex"
"1135" "Same sex"
"1136" "Same sex"
"1137" "Same sex"
"1138" "Same sex"
"1139" "Same sex"
"1140" "Same sex"
"1141" "Same sex"
"1142" "Same sex"
"1143" "Same sex"
"1144" "Same sex"
"1145" "Same sex"
"1146" "Same sex"
"1147" "Same sex"
"1148" "Same sex"
"1149" "Same sex"
"1150" "Same sex"
"1151" "Same sex"
"1152" "Same sex"
"1153" "Same sex"
"1154" "Same sex"
"1155" "Same sex"
"1156" "Same sex"
"1157" "Same sex"
"1158" "Same sex"
"1159" "Same sex"
"1160" "Same sex"
"1161" "Same sex"
"1162" "Same sex"
"1163" "Same sex"
"1164" "Same sex"
"1165" "Same sex"
"1166" "Same sex"
"1167" "Same sex"
"1168" "Same sex"
"1169" "Same sex"
"1170" "Same sex"
"1171" "Same sex"
"1172" "Same sex"
"1173" "Same sex"
"1174" "Same sex"
"1175" "Same sex"
"1176" "Same sex"
"1177" "Same sex"
"1178" "Same sex"
"1179" "Same sex"
"1180" "Same sex"
"1181" "Same sex"
"1182" "Same sex"
"1183" "Same sex"
"1184" "Same sex"
"1185" "Same sex"
"1186" "Same sex"
"1187" "Same sex"
"1188" "Same sex"
"1189" "Same sex"
"1190" "Same sex"
"1191" "Same sex"
"1192" "Same sex"
"1193" "Same sex"
"1194" "Same sex"
"1195" "Same sex"
"1196" "Same sex"
"1197" "Same sex"
"1198" "Same sex"
"1199" "Same sex"
"1200" "Same sex"
